MDAMB231,U87,PC3M,WM266.4,RPE,BJ,Protein,,,
NaN,0.267306,0.0904903,0.165137,0.22224,-0.243218,DOCK10,,,
1.21833,0.0599852,-0.359943,-0.10693,0.200676,-0.410729,MRPS30,,,
NaN,0.0791712,-0.0782766,0.285075,0.0635672,0.148942,IFRD1,,,
NaN,1.34E-05,0.321012,0.270547,-0.174811,0.0813646,SIRT6,,,
NaN,0.287093,0.364334,0.00710773,0.0221634,-0.183002,NF2,,,
0.598155,0.315818,-0.269133,0.183046,-0.0981674,-0.132631,NRP1,,,
NaN,-0.032114,0.233591,0.206584,-0.163895,0.2523,ERCC6-PGBD3,,,
NaN,-0.151592,0.625102,0.204713,-0.33763,0.153909,POP4,,,
NaN,0.246151,0.101719,0.219871,-0.0606041,-0.0162106,SMAD4,,,
0.40423,0.142331,-0.209188,-0.0349483,0.261631,0.024127,BAG5,,,
NaN,0.132235,0.268798,-0.21452,0.131508,0.17106,ALKBH2,,,
-0.217184,0.0339136,0.238753,0.249338,0.0953217,0.185892,CTBP1,,,
NaN,0.342818,-0.164489,0.0714769,0.301538,-0.0640841,PTDSS2,,,
-0.19435,-0.0010767,0.225183,0.278477,0.067028,0.208824,DECR1,,,
0.39735,0.0221996,0.191726,0.293818,-0.213964,-0.10775,PSMB8,,,
NaN,-0.0142756,-0.170489,-0.317535,0.541796,0.445479,BCHE,,,
0.188127,0.271155,0.0472507,0.308695,0.0416985,-0.275605,MYO9B,,,
-0.107849,0.0605412,-0.0445604,0.658468,-0.00209999,0.0164547,SHMT1,,,
0.498668,0.194344,-0.072176,0.144317,0.281073,-0.467246,RIN1,,,
0.431482,0.214965,-0.0625076,0.302752,-0.317867,0.00949383,EXOC6,,,
0.26852,0.319189,0.0122442,0.170472,0.116343,-0.308935,RIPK1,,,
0.0143995,0.250041,0.13825,0.203309,0.0790319,-0.109012,PTPN14,,,
NaN,0.0396996,0.284025,0.100112,0.000403404,0.0549107,GABPA,,,
NaN,-0.103376,-0.322075,0.628643,0.586648,-0.312274,BCAR3,,,
0.542472,0.197532,-0.101017,0.223942,0.0401192,-0.330158,UGP2,,,
NaN,-0.267636,0.264423,0.127851,0.132714,0.218983,KLF16,,,
0.358619,0.160909,-0.00580311,0.212009,0.00316048,-0.158295,ARPC1B,,,
NaN,0.143641,0.0668039,-0.256963,0.176114,0.343576,GOSR2,,,
NaN,0.439756,0.167002,-0.267416,0.336549,-0.203413,TMEM256-PLSCR3,,,
NaN,0.218851,0.332782,0.340938,-0.121707,-0.29865,MYO10,,,
0.11492,0.196278,-0.208929,0.480594,0.0545673,-0.071372,NOB1,,,
NaN,-0.0885925,0.546133,0.219715,-0.759869,0.554232,KIFAP3,,,
-0.255126,0.0694246,0.0279655,0.378492,0.262676,0.0822697,PSMA5,,,
NaN,-0.139716,0.258829,0.2805,-0.227026,0.298777,TMCC3,,,
0.549031,0.104396,-0.300184,0.0516968,-0.0103912,0.170395,TXNDC5,,,
0.18141,0.213604,-0.317363,0.10914,0.380103,-0.00427628,SNAP23,,,
NaN,-0.0282993,0.223886,0.0128765,0.255177,0.00275612,DCLK2,,,
NaN,0.146313,0.0065403,-0.0954132,0.280308,0.126586,TIA1,,,
NaN,0.102721,-0.000136375,-0.00641918,-0.0762968,0.442807,SPATS2,,,
NaN,0.751069,0.0560007,-0.010623,0.077714,-0.41186,CINP,,,
0.382792,0.0717764,0.452463,-0.0166731,0.355217,-0.693209,HLA-A,,,
-0.585522,0.285189,0.161066,0.366324,0.30069,0.0238571,UAP1,,,
NaN,0.0210743,0.375701,0.105009,0.113644,-0.155815,MYEOV2,,,
NaN,0.206395,0.00766373,0.025301,0.262946,-0.0435953,ZC2HC1A,,,
NaN,-0.0295,0.717078,-0.128736,-0.138415,0.0381327,LDB1,,,
NaN,0.0927258,0.29853,0.185745,0.00662231,-0.126209,IRAK1,,,
0.554233,0.016592,-0.136188,-0.183264,-0.0221729,0.319448,NUFIP2,,,
NaN,-0.163808,0.192184,0.180568,0.0885267,0.158351,SRR,,,
NaN,0.0153875,-0.0570011,0.222298,0.326076,-0.0511122,BNIP2,,,
NaN,0.203265,0.275053,-0.190591,0.0275249,0.139922,EXT2,,,
NaN,-0.105115,0.0684271,0.148165,0.0931883,0.249887,HTT,,,
-0.412711,0.590884,0.365844,-0.0458288,-0.0437384,0.0905867,LACTB,,,
NaN,-0.0158653,0.00819778,0.316847,0.0324898,0.112371,URI1,,,
0.0370255,0.249227,-0.185526,0.326139,0.194717,-0.0783577,CCT7,,,
NaN,0.222688,-0.0703259,0.313452,0.147855,-0.161343,FN3KRP,,,
NaN,0.0924883,0.0192556,-0.0378447,0.290672,0.0871143,NCS1,,,
0.11658,0.08636,0.131111,-0.0914879,0.097208,0.20182,SERPINH1,,,
NaN,-0.0822248,0.0564709,0.212914,-0.113091,0.376406,SRRM2,,,
0.295363,0.131145,-0.242113,0.235231,0.218399,-0.0974655,CCT4,,,
NaN,0.239995,-0.05163,0.459274,-0.0392017,-0.15987,SGK223,,,
1.38374,-0.239043,-0.277304,-0.211707,0.129074,-0.247265,HPCAL1,,,
NaN,0.0241232,0.126493,0.425702,-0.0464096,-0.0866346,NAGLU,,,
NaN,0.160128,-0.0137749,0.401997,0.0142097,-0.122396,GRB10,,,
0.335669,-0.0714941,0.206095,0.00989151,0.0446873,0.00287342,SRP14,,,
0.495722,0.0364046,-0.049757,0.265655,-0.258942,0.0373592,CASK,,,
NaN,0.254736,-0.0636206,0.144451,-0.0124102,0.115292,CERCAM,,,
NaN,0.151843,0.425989,-0.145981,0.318973,-0.313548,SUFU,,,
NaN,0.188605,0.21638,0.337172,-0.18734,-0.11826,NOTCH3,,,
0.0979785,0.13617,-0.0783348,0.159319,0.228016,-0.019886,SNX2,,,
-0.280048,0.154572,0.207851,0.0938492,0.146736,0.199886,VPS26A,,,
0.00506115,0.0293016,0.0559149,-0.137632,0.529032,0.0405416,RIC8A,,,
0.161324,0.335593,0.0685844,-0.154833,0.279041,-0.168196,LMO7,,,
-0.230528,0.300921,-0.0901308,0.163499,0.319075,0.0569687,FAM65A,,,
-0.0985364,-0.103354,0.139933,0.324286,0.0149832,0.241386,LAMTOR4,,,
NaN,0.0970507,0.0242023,0.412004,0.0251236,-0.126645,ELP2,,,
NaN,-0.176335,0.348425,-0.26533,0.189271,0.334349,CD3EAP,,,
NaN,0.223159,0.0646496,0.225948,0.185867,-0.270014,APPL2,,,
0.235849,0.373214,-0.086957,0.0806408,0.23987,-0.327702,RRAS,,,
NaN,0.197974,0.0400915,-0.0845356,0.39511,-0.12296,GGA1,,,
NaN,0.0336561,-0.0458002,0.0348482,0.18275,0.220188,GPR107,,,
-0.690832,0.12457,0.351466,0.272667,0.0952129,0.357225,HNRNPUL1,,,
0.0848855,NaN,NaN,NaN,NaN,NaN,PRKD2,,,
NaN,0.0243845,0.443766,0.449621,-0.22563,-0.26804,RHOQ,,,
0.0715892,-0.140096,0.364605,0.183934,0.0333719,-0.00758457,UBXN7,,,
-0.0246575,0.380667,0.082696,0.161472,0.222839,-0.317355,PAK4,,,
0.0776228,0.148077,0.149819,-0.0265884,0.234844,-0.0785828,HOOK3,,,
0.21472,0.33418,-0.0397606,0.192814,0.134825,-0.333302,GNAI3,,,
0.306634,0.131517,-0.509898,-0.0783663,0.453747,0.199191,OSBPL10,,,
NaN,0.411162,-0.238289,0.10913,0.161366,-0.0252647,CTDSP1,,,
NaN,0.350132,0.059,0.212852,-0.194548,-0.0108061,RRAGA,,,
0.178642,0.000397682,-0.136285,0.399969,0.163017,-0.105858,GSR,,,
NaN,0.247724,-0.109123,0.0553694,0.272132,-0.0500422,CCZ1,,,
0.145925,0.165517,-0.26191,0.344757,0.311205,-0.206429,GDI1,,,
NaN,0.201675,-0.549617,0.240339,0.242932,0.280383,METTL13,,,
NaN,-0.240699,0.934311,-0.29917,-0.207312,0.227264,C11orf31,,,
NaN,0.164981,0.0603638,-0.264544,-0.092165,0.544745,ATP2C1,,,
-0.109491,0.206109,-0.0132322,0.0552502,0.195807,0.161516,IRGQ,,,
NaN,0.270587,-0.0313272,0.0668697,0.226041,-0.121071,NDRG3,,,
NaN,0.0654297,0.467796,0.195839,-0.0280123,-0.292362,SDC2,,,
-0.128004,-0.044838,0.695821,0.398325,-0.816854,0.384511,RPLP1,,,
-0.0629549,0.129296,-0.167801,0.195759,0.369503,0.0239182,PPP1R7,,,
NaN,0.0736008,0.341668,0.123951,0.0463591,-0.17989,PML,,,
0.798918,0.320121,-0.0182056,0.0930309,-0.043148,-0.664058,LTV1,,,
NaN,-0.093483,0.235281,0.378538,0.0592003,-0.176292,COL6A2,,,
NaN,0.147054,0.105338,0.106663,-0.0472174,0.0899296,VPS26B,,,
0.260345,0.2161,-0.347215,0.0508928,0.224091,0.0775032,COPS4,,,
1.09098,-0.177154,0.02703,-0.331288,0.0313253,-0.161447,GID8,,,
-0.666535,0.133561,0.0142384,0.307582,0.518402,0.171693,ANXA3,,,
0.451048,0.0686159,0.0166855,-0.128979,-0.0796432,0.150988,SNX3,,,
0.23316,0.267102,0.357262,0.257036,-0.193006,-0.443243,CHKA,,,
0.316801,0.141745,0.273441,0.143822,-0.0780573,-0.320703,STRIP1,,,
NaN,-0.141222,0.427582,0.036725,-0.278857,0.352133,CHAF1A,,,
0.359385,0.297627,-0.0596523,0.0951843,0.228931,-0.449247,ACTN4,,,
-0.104898,0.21365,0.259089,0.190724,-0.113458,0.0257311,COMMD2,,,
NaN,-0.0127153,0.328356,-0.339846,0.168822,0.245051,PRPF38A,,,
NaN,0.148631,0.198317,0.0571089,-0.504577,0.488178,ALDH1A2,,,
0.449072,0.0137014,-0.293289,0.302923,0.18186,-0.189106,PSMA6,,,
NaN,0.362832,-0.281982,0.292706,0.455294,-0.44187,EVPL,,,
NaN,-0.542686,0.208734,-0.36707,0.0733681,1.01421,CLU,,,
-0.757941,0.256761,-0.131745,0.683027,0.318407,0.0952492,PFAS,,,
NaN,0.145601,-0.00401211,0.176151,0.434088,-0.367278,ACTB,,,
NaN,0.400704,-0.307641,0.196085,0.216516,-0.122135,RBSN,,,
NaN,0.255231,-0.0986748,0.188299,0.0810633,-0.0437326,DCBLD2,,,
NaN,0.281667,-0.00954247,0.310462,0.0519123,-0.255517,TMLHE,,,
NaN,0.148539,0.23786,-0.10151,-0.0818405,0.175335,VPS52,,,
-0.182473,-0.0195704,0.0737019,0.282726,0.0808086,0.216703,HSP90B1,,,
-0.0637138,0.323867,-0.151889,0.171932,0.301222,-0.131553,FAM129A,,,
NaN,0.222503,0.621628,-0.629282,0.033742,0.12308,CRTC3,,,
0.0742988,NaN,NaN,NaN,NaN,NaN,PVR,,,
0.335769,-0.0172291,-0.379674,-0.050498,-0.0404339,0.596765,NUDT16L1,,,
NaN,-0.015687,0.171389,-0.0518827,-0.143579,0.407893,BMP1,,,
NaN,0.165052,-0.078166,0.145385,0.330365,-0.195848,PNPLA8,,,
-0.034765,0.225757,-0.10595,0.141935,0.388835,-0.176657,SNX18,,,
NaN,0.216396,0.302775,0.0718727,0.0536137,-0.279006,DDR2,,,
-0.195875,0.0322123,0.177542,0.246944,0.0996475,0.0761547,GLUD1,,,
NaN,0.128613,0.0764532,-0.104506,0.202654,0.0601692,C15orf52,,,
NaN,0.238954,-0.061286,-0.0367184,0.171846,0.0504513,ANKRD36,,,
NaN,0.462749,-0.200797,0.121801,0.27409,-0.2971,DPP4,,,
-0.0251219,0.341928,0.290082,0.0960388,-0.0476618,-0.223324,SHOC2,,,
-0.543525,0.14992,0.745029,0.0933847,0.239721,-0.254591,DHCR24,,,
1.10058,-0.206317,-0.407859,-0.252048,0.391724,-0.196277,MRPS11,,,
-0.13127,0.144478,0.148719,0.0547619,0.0752745,0.133182,CTNNBL1,,,
NaN,0.0591879,0.405225,0.0466394,-0.0665569,-0.0903721,VLDLR,,,
0.783278,0.0371151,-0.102682,0.0109196,-0.0699825,-0.235496,DPYD,,,
NaN,-0.439889,0.678472,-0.274957,0.139647,0.249229,VWA9,,,
NaN,0.160892,0.454212,-0.212626,-0.212011,0.160429,TAX1BP1,,,
NaN,0.120945,0.678414,-0.477807,-0.628656,0.654977,EMSY,,,
-0.757805,0.150599,0.135204,0.415786,0.330289,0.140616,UBLCP1,,,
NaN,-0.271769,0.243045,-0.315617,0.446562,0.242949,KIN,,,
NaN,0.475504,-0.000219345,-0.334066,0.351599,-0.147861,CCDC97,,,
0.59266,0.203324,-0.291081,0.188847,0.0209551,-0.300864,ATP1B1,,,
-0.188238,0.155084,-0.00961685,0.0945263,0.279205,0.0820961,RPS11,,,
NaN,0.13579,-0.112564,0.100556,0.209071,0.0111065,STARD7,,,
NaN,0.140091,-0.249532,0.135268,0.281576,0.033843,MAGED1,,,
-0.225792,0.0977774,-0.0484037,0.185856,0.448111,-0.0490618,PRKACB,,,
NaN,0.400047,-0.0761843,0.223199,0.11694,-0.323957,SH3BP1,,,
0.312436,0.372861,-0.0518665,0.178947,0.140942,-0.547707,MYH9,,,
0.700926,0.0166292,0.0204439,-0.0835686,-0.0953293,-0.155032,AGPS,,,
-0.0106725,0.172255,0.173786,-0.00154877,0.256712,-0.187336,BIN3,,,
-0.0638245,0.248362,0.102475,0.308775,0.0339699,-0.226844,AKT1,,,
0.872451,-0.178111,-0.02355,0.0889072,-0.286434,-0.0712032,PLOD1,,,
NaN,0.230807,-0.52703,-0.07584,0.37737,0.328143,HAX1,,,
NaN,0.0297928,0.247773,0.15534,-0.0584269,-0.0428286,PAAF1,,,
NaN,0.0553322,0.780118,0.242443,-0.288294,-0.458256,SLC12A4,,,
NaN,0.0404902,-0.0798626,0.202798,-0.014575,0.181974,HOMER3,,,
-0.448712,0.189745,0.29791,0.240207,0.13483,-0.0173264,EIF2B4,,,
0.0658299,NaN,NaN,NaN,NaN,NaN,AGTPBP1,,,
NaN,-0.0577698,0.171547,-0.00608253,-0.0554276,0.276056,PAFAH2,,,
NaN,-0.117504,0.177641,0.190003,0.650087,-0.572009,IFT80,,,
NaN,0.168893,0.347698,0.114047,-0.0450573,-0.257803,MOXD1,,,
-0.138669,0.0178728,0.291724,0.128623,0.0692043,0.023777,TRAPPC1,,,
NaN,-0.0120201,0.309022,-0.26729,-0.132919,0.429538,MTIF3,,,
-2.18655,0.447636,0.31469,0.438885,0.471567,0.905264,RAB4A,,,
-0.110483,0.287305,0.16466,0.184414,-0.430058,0.294321,S100A10,,,
NaN,0.0923729,0.109637,0.456942,-0.640922,0.306499,VCAN,,,
-0.0899837,0.106704,0.200203,0.282278,-0.0535507,-0.0623007,NAGK,,,
NaN,-0.134826,0.3422,-0.101738,0.351996,-0.138758,PTPRJ,,,
NaN,-0.01087,-0.0797768,-0.237051,0.178832,0.46765,PARP2,,,
NaN,0.114217,0.00780964,0.441442,0.111217,-0.356893,ZSWIM8,,,
NaN,0.187949,-0.166563,0.285213,0.220296,-0.209197,CBS,,,
NaN,0.0117416,0.505572,0.0658417,-0.358801,0.0932941,METTL1,,,
NaN,-0.0136938,0.370231,-0.0074501,0.299842,-0.331311,SMPD1,,,
0.0844693,-0.022028,-0.0967722,0.295485,-0.220292,0.337506,CSTF1,,,
0.160844,0.180856,0.065774,0.0981655,0.0844135,-0.213381,ADD3,,,
0.100185,0.350972,0.123992,0.0789413,0.0623951,-0.341357,SLC44A2,,,
0.084239,0.196942,0.300635,-0.272516,0.00966454,0.0555258,VPS25,,,
NaN,-0.0836725,-1.05806,0.607841,0.47828,0.367022,ZNF808,,,
-1.30931,0.198594,0.543447,0.321231,0.138522,0.48089,SAMHD1,,,
NaN,0.108415,0.482439,-0.245742,-0.208224,0.172535,GNB5,,,
0.542483,0.313148,-0.102524,0.153153,-0.166941,-0.371641,PIK3R2,,,
0.51987,0.160327,-0.240709,0.317316,-0.0645428,-0.324684,FERMT2,,,
NaN,0.045023,0.5437,0.127934,-0.491961,0.081275,HERPUD2,,,
NaN,0.263821,-0.0444555,0.139599,0.29954,-0.355392,MAPRE3,,,
NaN,-0.172799,0.602238,0.349869,-0.412177,-0.064208,GNPDA2,,,
0.647444,0.143845,-0.0551872,-0.0124321,-0.255279,-0.105504,AGO1,,,
0.435309,0.31227,-0.362887,0.212429,0.104111,-0.339983,GNAS,,,
0.142455,-0.129824,-0.0669136,0.198026,0.0732832,0.143315,EIF4E,,,
NaN,0.182012,0.207615,0.0663576,-0.00113773,-0.158488,CYB561D2,,,
NaN,0.0630302,-0.129408,0.0426903,0.273664,0.04636,ZC3H7A,,,
0.00594166,0.135219,0.0249557,0.298065,0.149658,-0.258774,PVRL2,,,
NaN,0.18896,0.107319,0.0736895,0.226981,-0.301086,SNX30,,,
-0.60314,-0.0490904,-0.0707407,0.274185,0.353579,0.447271,TBL1XR1,,,
NaN,0.317037,0.233565,-0.140739,0.299217,-0.415861,CTU2,,,
-0.634387,0.188642,0.296545,0.15606,-0.104697,0.448217,PSMG4,,,
0.157303,-0.132257,0.21395,0.383511,-0.460692,0.187661,COG7,,,
-0.474739,0.20216,0.0837755,0.438986,0.182079,-0.0828199,EFTUD1,,,
-0.451304,0.188134,-0.0819187,0.464031,0.139688,0.0897388,HSPA4L,,,
NaN,0.137633,-0.00195026,0.0924425,0.103086,-0.040925,KDELC1,,,
NaN,0.12118,0.135849,-0.00554371,0.109279,-0.0705976,ZC3H7B,,,
NaN,-0.302479,0.506764,-0.141757,0.383536,-0.156891,CEND1,,,
NaN,-0.0860233,0.0732441,0.145815,0.186515,-0.030592,PRCP,,,
0.24495,0.221534,-0.381374,0.0840178,0.414991,-0.237836,SCAMP1,,,
NaN,0.162239,-0.108019,0.123002,0.299387,-0.188154,HABP2,,,
NaN,0.11335,0.441745,-0.0229368,0.0616398,-0.306513,GPC6,,,
NaN,0.00534058,0.141255,0.0475702,0.129207,-0.0385838,TCAF1,,,
-0.022366,0.170031,0.00718117,0.472193,0.0924702,-0.378354,TPBG,,,
NaN,0.0485725,-0.0433979,0.28096,-0.0224724,0.0193148,GATB,,,
0.223472,0.0751009,-0.109771,-0.0650187,0.110722,0.103583,ARMC6,,,
1.83139,-0.21156,-0.0446396,-0.541144,-0.420889,-0.275168,PSPC1,,,
NaN,0.139395,0.170313,-0.0764236,0.0261526,0.021698,DNAJB4,,,
NaN,-0.582656,0.338504,-0.154205,0.450988,0.227864,SP1,,,
0.316559,0.0449467,0.568225,-0.00785446,-0.607565,0.0222101,RASAL2,,,
-0.800667,-0.0214081,0.235638,-0.0401707,0.611599,0.351062,PXDN,,,
NaN,0.0826988,-0.0893812,0.265482,-0.33942,0.360416,ITPRIP,,,
1.31266,0.0830317,-0.436395,-0.460125,-0.101466,-0.0643215,C17orf85,,,
0.314261,0.10092,0.0327568,-0.107089,0.0495577,-0.0579967,ITGB5,,,
0.713847,0.0272245,-0.333304,-0.0854435,0.0784836,-0.0696106,DNAJA1,,,
NaN,0.390423,-0.000892639,0.193304,0.107035,-0.414155,CYLD,,,
NaN,-0.218297,-0.0904942,0.34591,-0.222842,0.46046,GATA6,,,
-0.388789,0.28965,0.115022,-0.0132627,0.201402,0.12562,RPS23,,,
NaN,-0.210797,NaN,0.353828,-0.149657,0.226264,DGCR14,,,
0.166901,0.248637,0.000272751,-0.097868,-0.0496807,0.0585823,RPS13,,,
-0.456164,0.288955,-0.14587,0.0755539,0.250885,0.312496,RALA,,,
NaN,0.0250816,0.138898,-0.00332546,0.0714998,0.0391407,COMMD6,,,
NaN,0.188258,0.0676041,0.0982065,0.0478907,-0.130849,BAG4,,,
NaN,-0.119127,0.516677,-0.67614,0.352912,0.195919,ZCCHC17,,,
NaN,0.00041008,0.846532,0.25386,-0.486887,-0.343866,MPDZ,,,
-0.493865,0.186316,0.530907,0.268442,-0.0331955,-0.134547,RAB22A,,,
NaN,0.00739002,0.199799,0.0595627,0.452533,-0.449413,IRF3,,,
NaN,0.572171,0.25258,-0.0201836,-0.230487,-0.305655,PLD1,,,
NaN,0.158776,0.307299,-0.0737753,0.0682764,-0.193453,RINT1,,,
NaN,0.118036,0.134141,0.0281916,-0.161214,0.146505,EOGT,,,
0.0356758,0.14951,0.0558357,0.156283,0.14263,-0.221282,ARHGEF2,,,
NaN,0.0633669,0.190027,-0.160542,-0.0320425,0.202222,MRPL2,,,
NaN,-0.246989,0.045949,0.116726,-0.124111,0.471397,SMYD2,,,
-0.380761,0.291097,0.0398579,0.0874348,0.13636,0.13809,RPS18,,,
-0.719301,0.212122,-0.0718021,0.100331,0.476985,0.312496,SPC24,,,
NaN,0.348998,0.0737457,0.213807,0.0612526,-0.442765,EHD3,,,
NaN,0.160254,0.0494785,0.0848408,-0.0215044,-0.0180664,WDR6,,,
-0.174639,-0.228923,0.107321,0.171324,0.261721,0.168808,MCM6,,,
-0.60314,0.10502,-0.570369,0.507648,0.168771,0.695499,TBL1X,,,
-0.518263,0.197994,0.0305462,0.299548,0.291048,0.00252914,TRAPPC3,,,
-0.592543,-0.183995,0.213795,0.536724,-0.0932274,0.421251,SUCLG1,,,
NaN,0.182363,-0.238776,0.613184,-0.247952,-0.0579672,MTHFS,,,
NaN,-0.0777826,0.321334,0.276574,-0.0263214,-0.24326,IRF9,,,
0.152275,-0.139301,0.452917,-0.184483,-0.00600147,0.024375,AKR1C3,,,
-0.224801,0.24694,-0.0510921,0.199274,0.253468,-0.124809,ACTR2,,,
0.45695,0.062171,-0.28829,0.0326748,0.129827,-0.0955534,NDRG1,,,
0.217593,0.0191326,0.42953,-0.00814724,0.0583982,-0.421352,DERA,,,
0.09696,0.249883,-0.308092,0.0654716,0.287285,-0.0964451,SNX6,,,
NaN,-0.191172,0.508354,0.0362244,-0.140958,0.0332708,PGM3,,,
NaN,0.0733347,-0.129896,0.0553875,0.229466,0.0150347,ANK3,,,
-0.269742,0.225377,-0.217327,0.427364,0.23897,-0.11306,AARS,,,
NaN,0.0346785,0.0836191,0.161877,-0.176661,0.13915,ZMYM3,,,
-0.234098,0.538414,-0.156718,-0.268492,0.375951,0.0334301,NADSYN1,,,
NaN,-0.213552,-1.0985,0.182707,0.614446,0.751156,SMN1,,,
NaN,0.485757,0.121772,-0.207371,-0.399966,0.235868,GUF1,,,
0.658482,0.0274315,0.0960312,-0.309204,-0.134305,-0.05828,YLPM1,,,
NaN,-0.147801,0.522462,0.142601,0.0787153,-0.363177,IL1RAP,,,
NaN,0.192443,-0.309311,0.00269604,0.322542,0.0237303,SOWAHC,,,
0.227013,0.425574,0.0603085,-0.263236,0.138494,-0.311891,CMTM6,,,
0.448973,-0.199974,-0.523666,0.231961,0.094882,0.223604,CHUK,,,
-0.283798,0.059,0.170698,0.340648,0.0210218,-0.0323782,PDXK,,,
NaN,0.089303,-0.191687,0.244123,0.000607491,0.0867987,CEP41,,,
NaN,0.041357,0.153362,0.103706,0.0248375,-0.0942659,Sep-08,,,
NaN,-0.242638,0.324848,0.658129,-0.0412645,-0.471037,CENPE,,,
0.0726806,0.133019,0.231887,0.0166616,-0.0788164,-0.10206,NR3C1,,,
0.208061,0.279321,-0.023901,-0.00786209,0.152229,-0.336329,GNAQ,,,
NaN,0.378854,0.184635,-0.258232,0.217587,-0.297427,NEGR1,,,
-0.599051,0.0299292,0.681442,-0.165923,0.0876541,0.235754,DDX23,,,
NaN,0.124328,-0.575781,0.394591,-0.0402508,0.321908,SKA3,,,
0.155231,0.210962,-0.406487,-0.14078,0.517005,-0.0691195,TTC27,,,
NaN,0.278758,0.0322304,-0.102548,0.123614,-0.109818,CEBPB,,,
-0.262088,-0.0304966,0.0678673,0.51774,-0.118088,0.0904579,TSC22D1,,,
NaN,0.145455,0.604182,-1.1201,0.31118,0.279692,SYNM,,,
0.406129,-0.523009,0.230541,0.107553,-0.0418606,0.0850391,MCM5,,,
NaN,0.0817604,0.529789,0.0374365,0.063221,-0.492142,MRC2,,,
-1.18606,-0.0193415,0.242647,0.78788,0.224548,0.213072,GMPS,,,
NaN,0.183594,0.151733,0.228538,0.0464735,-0.392203,NAPRT,,,
NaN,0.221794,0.866982,-0.391473,-0.161491,-0.31798,KIAA1549L,,,
0.052114,-0.251639,-0.252209,0.332836,0.384512,-0.00438881,YWHAQ,,,
NaN,0.0565176,-0.0749388,-0.254453,0.199741,0.290789,UBTF,,,
0.268412,-0.461042,-0.283338,-0.0130587,0.309275,0.440879,SUGT1,,,
0.533692,-0.353626,-0.234565,0.146723,0.0921803,0.0763216,KCTD12,,,
0.62071,-0.0467062,-0.165769,-0.114298,-0.0164146,-0.0190277,COPS2,,,
NaN,-0.0787649,0.590991,0.14724,-0.337776,-0.106683,MTR,,,
0.864755,0.0343161,-0.186753,-0.0634041,-0.031394,-0.361854,PSMB10,,,
NaN,-0.102962,0.283724,0.090414,-0.0869627,0.0286627,ALKBH5,,,
NaN,-0.0546236,-0.00103474,0.0301638,0.247585,-0.0103235,JAK1,,,
0.254043,0.04216,-0.116768,0.0752087,0.0780916,-0.0804186,TUBG1,,,
-0.420837,0.156066,0.0144596,0.556545,0.0229225,-0.07798,ABCF1,,,
0.220721,-0.135818,-0.0644588,0.255285,-0.0594769,0.034523,PCMT1,,,
NaN,0.120133,0.15883,-0.385508,0.491638,-0.176613,CIB1,,,
NaN,0.0804281,0.386595,0.127189,0.0136852,-0.39972,ARHGEF40,,,
NaN,0.318027,0.272142,0.0592222,-0.360222,-0.0839977,TOR3A,,,
-0.0961239,0.0711126,-0.178205,0.420275,-0.154576,0.183379,UBE2H,,,
0.1352,0.139585,0.0924101,0.19235,0.0788555,-0.392812,TBC1D2,,,
NaN,-0.173952,0.0203218,-0.351807,0.297129,0.411061,RGL2,,,
-0.149611,0.0143461,0.387136,0.0878372,-0.0194225,-0.0785637,GTF3C5,,,
NaN,-0.236715,0.219902,-0.122694,0.248228,0.0916386,TOMM7,,,
NaN,0.0029726,0.406799,-0.07201,-0.0630131,-0.0750542,SLC38A10,,,
NaN,0.500748,-0.287386,0.230871,-0.295392,0.0464277,AMPH,,,
NaN,0.0554028,0.286221,-0.0333557,0.0391445,-0.156942,DNM1,,,
NaN,0.028223,-0.0938883,0.206488,0.14332,-0.094017,CCNH,,,
NaN,0.336731,-0.0285969,-0.129294,0.34425,-0.334174,PIEZO1,,,
0.28672,0.0163937,-0.0402784,0.096736,0.0217953,-0.15469,RAP1A,,,
-0.100215,0.135575,-0.0905991,0.198448,0.163059,-0.081461,CCT6A,,,
0.558861,-0.104632,0.0874434,-0.218868,-0.337782,0.235872,PURA,,,
NaN,-0.109986,0.207232,-0.101094,0.0773973,0.109886,HEATR3,,,
NaN,-0.145123,0.809129,0.341776,-1.45426,0.630748,IREB2,,,
NaN,0.0644064,0.738603,-0.406082,-0.184946,-0.0304136,PLEKHA4,,,
0.473104,0.0472841,0.0695477,-0.0994225,-0.216429,-0.0563526,RPS9,,,
NaN,0.216506,-0.124146,0.0994806,0.302989,-0.315415,CAMK4,,,
0.40727,-0.1636,0.516128,-0.0412216,-0.391762,-0.111661,GCA,,,
-0.0378729,-0.0264378,-0.238484,0.287395,0.232833,-0.00382423,EIF6,,,
-0.424823,0.303915,-0.0117722,0.00241756,-0.0817213,0.424466,CCDC93,,,
NaN,0.303293,0.0918875,-0.135184,0.0229492,-0.107136,UBXN2B,,,
-0.357613,0.166411,0.0147152,-0.130976,0.30912,0.20796,CNOT7,,,
-0.15462,0.139112,-0.313688,0.531876,-0.041338,0.0472183,PYGB,,,
-0.162806,0.194592,0.238916,0.133753,-0.0302315,-0.166001,DOCK7,,,
NaN,-0.496801,0.462499,0.153866,0.0848713,-0.0314941,FEZ2,,,
NaN,0.0146351,0.660565,-0.479115,-0.189843,0.165704,WBP11,,,
0.174022,-0.0468626,-0.536074,0.0312023,-0.0152731,0.598024,EIF4E2,,,
NaN,-0.0024929,-0.0949945,0.168645,0.351437,-0.252168,JAM3,,,
